TEAM,ELO,YEAR
Pomona-Pitzer,1399.7351255409078,2013
Winston-Salem,1465.3072750424801,2013
Newberry,1458.5346019400404,2013
La Sierra,1347.880080558837,2013
George Washington,1597.3638130112881,2013
Arkansas-Monticello,1465.381481388907,2013
Cal State Maritime,1434.4052293295981,2013
Illinois-Springfield,1462.0502267116215,2013
Fairfield,1527.5563742082072,2013
Hannibal-LaGrange,1311.0832713796863,2013
St. Bonaventure,1637.4610824344143,2013
Arizona,1873.130790951512,2013
Wright State,1665.0202975700156,2013
Loyola (IL),1457.2029879236122,2013
Vermont,1563.4154434344707,2013
Washington State,1594.500803660755,2013
Southern Methodist,1516.727567062425,2013
Binghamton,999.3253720091633,2013
Eastern Nazarene,1461.797770341677,2013
Houston,1615.9160575137305,2013
Arlington Baptist,1349.8758369978132,2013
Texas Tech,1535.3565649841207,2013
Eastern,1444.4073560377271,2013
UC-Santa Barbara,1435.3589949678874,2013
William Carey,1431.334395458057,2013
University of the Southwest,1406.6631874228353,2013
Howard Payne,1393.727989741592,2013
Claflin,1406.2105099499038,2013
Indiana-South Bend,1463.5589693157126,2013
Auburn Montgomery,1395.8593549648042,2013
Minot State,1432.1606275111858,2013
Army,1499.6035043457864,2013
Lubbock Christian,1485.2824077918283,2013
Arkansas Tech,1485.248648681411,2013
Alabama,1822.1146554114503,2013
Kansas,2103.0963591672266,2013
North Alabama,1480.60443221496,2013
Rutgers-Camden,1465.5501353246925,2013
Washington Adventist,1330.318487961142,2013
Lehigh,1651.8774989631208,2013
Northern New Mexico,1338.8416657793257,2013
Northern Illinois,1186.9329375525244,2013
Oakland City,1354.5417636556217,2013
Fort Lewis,1489.1661508721745,2013
Eastern Illinois,1386.780622889347,2013
Louisiana-Monroe,1200.608621641833,2013
Minnesota-Duluth,1470.0,2013
Chaminade,1372.2665949845061,2013
Averett,1425.7156336512567,2013
Rockhurst,1396.9210779276768,2013
Austin College,1431.7527067759693,2013
Middle Tennessee,1864.3226729330509,2013
Miles,1402.4220698197469,2013
Brigham Young,1746.1260119576473,2013
NJIT,1436.4775017056013,2014
Alabama State,1446.2847500482553,2014
Virginia Intermont,1279.879171538188,2014
Maine,1194.9150065475526,2014
Princeton,1712.8492199194868,2014
St. Gregory's,1380.9117209245844,2014
Evansville,1617.6891572298064,2014
Fairmont State,1481.1837018114059,2014
Maryville (MO),1418.1315733735069,2014
Texas College,1470.0391113251576,2014
Marywood,1358.882247478078,2014
Wayland Baptist,1409.1230809762494,2014
IPFW,1721.0005473774415,2014
North Carolina State,1927.9842834351991,2014
Talladega,1399.8629229340095,2014
Kentucky,1957.9737285513534,2014
Eastern New Mexico,1449.9750254190733,2014
Huntington,1470.0,2014
Central Baptist,1289.4402468921487,2014
Arizona Christian,1373.0901623856262,2014
Redlands,1423.9944769960287,2014
North Dakota,1575.5273983709396,2014
Langston,1482.9514066359804,2014
Oral Roberts,1549.2389141024948,2014
District of Columbia,1405.3551328840053,2014
Alabama A&M,1375.4482919638383,2014
UC-Davis,1354.818432505706,2014
Oakland,1584.1312011194173,2014
Mount St. Mary's,1588.727387362558,2014
American International,1479.0603533622618,2014
Thomas More,1483.3580706204461,2014
Sacred Heart,1151.882489062205,2014
Wilberforce,1442.1164242819768,2014
Florida International,1593.9550936016763,2014
James Madison,1458.0819346602113,2014
Oberlin,1380.552380963058,2014
Cal State Dominguez Hills,1446.077597317526,2014
Our Lady of the Lake,1483.2186062391947,2014
Texas-Tyler,1330.292894355621,2014
North Carolina-Pembroke,1457.9228645371236,2014
Brescia,1387.5564605858915,2014
Illinois,1913.1458445845049,2014
Southwest State (MN),1441.4427436658057,2014
North Florida,1505.8441720350036,2014
Louisiana College,1272.6785440817232,2014
Rogers State,1442.74676223441,2014
Erskine,1448.7571305673944,2014
Eastern Kentucky,1775.3273103391411,2014
Toledo,1814.9489650699531,2014
Penn State-Altoona,1464.0994563840825,2014
Eckerd,1488.7222428702573,2014
South Florida,1515.8022013586683,2014
Weber State,1660.8185392914645,2014
Emory & Henry,1422.2031990146565,2014
Boston College,1574.8851234006556,2014
Green Bay,1802.1865159258084,2014
Montana State-Billings,1449.5170630977993,2014
North Dakota State,1907.197998053435,2014
Whitman,1459.348845475622,2014
Santa Clara,1624.4367806236414,2014
Carver Bible,1355.230693172508,2014
SUNY-Cobleskill,1425.8871574059926,2014
Southern Utah,1145.2189900534145,2014
Fredonia State,1467.1922943080754,2014
Wyoming,1670.6930359937276,2014
Coastal Georgia,1442.3392939471482,2014
Air Force,1590.7886273570687,2014
Simpson (CA),1391.1159808645898,2014
Chadron State,1490.8355832588384,2014
Young Harris,1454.2045072530714,2014
Presentation College,1464.3797140457787,2014
Cairn,1431.3547011078556,2014
Maryland-Baltimore County,1215.9665972291302,2014
Baruch College,1439.8935880999684,2014
Boise State,1766.355145769821,2014
Newman,1493.9548669665317,2014
St. Mary's (MD),1464.221937461333,2014
Mary Washington,1472.5839895213328,2014
Pennsylvania,1389.8873850788518,2014
Cheyney,1425.2844088593572,2014
Saint Peter's,1488.868156942151,2014
King (TN),1467.2411991204508,2014
Wilmington (OH),1464.5135867494425,2014
Lake Erie,1449.393439670399,2014
Hawaii Pacific,1427.1590722227281,2014
New Orleans,1401.6103801420413,2014
Roanoke,1442.3947620516253,2014
Lyon,1296.8833921600542,2014
Mount Ida College,1386.9491047944134,2014
Salve Regina,1472.8708582075233,2014
Hawaii-Hilo,1447.5776637516506,2014
Incarnate Word,1625.5243753425352,2014
Robert Morris (IL),1340.6642144979241,2014
Northwest Washington,1465.3011372620329,2014
Fordham,1469.4458672727105,2014
Coker,1428.4434956241473,2014
Lenoir-Rhyne,1415.3775440590518,2014
UC-Riverside,1382.9747388197206,2014
Michigan,2115.4166788446505,2014
Denver,1673.4613300225685,2014
Rider,1450.3432754164864,2014
Valparaiso,1638.604508983413,2014
Concordia (MI),1429.5752002035865,2014
Northwest University,1463.21144234061,2014
Dallas Baptist,1455.0405049547833,2014
Spalding,1419.8061377495003,2014
Virginia Union,1478.9498306784062,2014
Texas-San Antonio,1393.5499086913458,2014
Virginia Wise,1270.0124542604258,2014
Northwestern,1742.2511872251305,2014
Wichita State,2174.402981686235,2014
Stanford,1900.5785810735674,2014
Idaho,1544.3535404805968,2014
Voorhees,1417.6828465899848,2014
Colgate,1429.659298928061,2014
Kenyon,1476.0304782426924,2014
Saint Joseph's,1946.6116273102011,2014
Bridgewater (VA),1405.2088111696007,2014
Kalamazoo,1480.2955574835978,2014
New Mexico State,1784.2739130833868,2014
Notre Dame (OH),1406.392683904415,2014
Columbia International,1440.9007045237327,2014
Ave Maria,1399.7191428330132,2014
Winthrop,1590.1439959353804,2014
Georgia Southwestern,1428.1060763774885,2014
Austin Peay,1378.6211370829328,2014
Saginaw Valley State,1444.131645605189,2014
Thomas University,1418.11777609043,2014
Sewanee,1440.5738383979092,2014
Valley City State,1400.6171452237934,2014
Florida State,1858.0105188166117,2014
Edward Waters,1355.420274383846,2014
Oregon State,1749.3205177589427,2014
UCLA,2021.6356835746067,2014
Georgia State,1809.638251716883,2014
Tennessee Wesleyan,1467.4160104786672,2014
Hendrix,1391.0314544499743,2014
Texas,1923.742244384268,2014
Loyola Marymount,1543.262256995625,2014
Grand Canyon,1510.8546163734725,2014
Harvard,1860.2506575849368,2014
Drexel,1517.4578716077845,2014
Victory,1338.1937838413114,2014
Ferrum,1436.0155230567207,2014
Mid-Continent,1401.4624550274686,2014
Johnson & Wales (NC),1273.6876913523256,2014
Trinity (FL),1441.4208969804656,2014
Florida Christian,1344.1522775021454,2014
Albright,1464.3130494893308,2014
IUPUI,1252.8567981944775,2014
Methodist,1418.2972498611182,2014
Oklahoma State,1895.5509944616254,2014
Benedictine (IL),1404.5915868629031,2014
LeMoyne-Owen,1419.7234015661916,2014
Yale,1563.4379546214045,2014
High Point,1582.056581266316,2014
Bethune-Cookman,1253.9350747210192,2014
Colorado State,1661.3409047891078,2014
Northwestern State,1669.2158987590503,2014
Mississippi Valley State,1149.9099743944435,2014
Piedmont,1422.3561161524042,2014
Kentucky State,1456.3092481132187,2014
Lewis & Clark,1386.26714117581,2014
Pacific Union,1420.0741673096247,2014
Creighton,1997.059246489733,2014
Marist,1438.7809390717564,2014
Wagner,1598.7903872080794,2014
Panhandle State,1364.2806502883354,2014
Pacifica,1348.2783710529995,2014
Maryland-Eastern Shore,1163.3909572811383,2014
Crowley's Ridge,1342.5965587487754,2014
Loyola (MD),1357.2088647368118,2014
Oakwood,1300.1739969319203,2014
Eastern Washington,1489.7045701318061,2014
St. Catharine,1469.6532278446784,2014
Wabash,1476.2096378883161,2014
Cardinal Stritch,1465.3011372620329,2014
Sul Ross State,1470.0,2014
Willamette,1406.4907606265165,2014
Indiana,1837.2358357442927,2014
Corban,1487.673685978972,2014
Youngstown State,1491.560064126738,2014
South Carolina,1724.0116375983832,2014
Georgia,1861.367888537827,2014
Louisiana State,1801.7321245505123,2014
Madonna,1438.5332150749086,2014
Martin Methodist,1371.206181027225,2014
Southwest Minnesota State,1474.9130533627974,2014
Bethel (TN),1371.3578760479907,2014
Southern-New Orleans,1441.8780376752609,2014
Utah State,1747.7407609478087,2014
Montreat,1146.2973791889988,2014
Houston Baptist,1239.2986309520993,2014
Nevada,1680.8279132193597,2014
Florida College,1436.1755571986323,2014
San Diego Christian,1208.1522478191628,2014
Lincoln (MO),1457.822265875357,2014
Alcorn State,1314.6447731697945,2014
George Fox,1442.132643627618,2014
Detroit Mercy,1499.7845919908998,2014
Long Beach State,1597.1011724832556,2014
Cal Lutheran,1430.68896946074,2014
Suffolk,1375.8778595972121,2014
Susquehanna,1459.8912816167908,2014
Judson,1310.436129224182,2014
Texas A&M,1674.9653996783047,2014
Dakota State,1454.7126397300635,2014
Ohio Valley,1453.7504017305675,2014
Pacific (OR),1432.6242594168123,2014
Black Hills State,1457.4510984705294,2014
St. Andrews,1324.8647518446508,2014
Saint Louis,1950.2596013338648,2014
Texas Christian,1496.7206372349935,2014
California Baptist,1475.488298185176,2014
Puget Sound,1476.6195233163512,2014
Eureka,1333.3505620937476,2014
John Carroll,1482.6264052800088,2014
Dalton State,1423.4050823028513,2014
Tennessee,1903.1585454245696,2014
Western Kentucky,1635.8723719593206,2014
Southwestern (TX),1477.3006588605836,2014
Portland,1554.3923524848478,2014
Geneva,1470.7716521943723,2014
Drake,1573.0610479299514,2014
Dayton,1876.0974042479506,2014
Wartburg,1482.5234727707966,2014
Prairie View,1302.8973201083234,2014
Johnson & Wales (CO),1430.3053599184732,2014
Virginia-Lynchburg,1415.1272031536446,2014
Graceland (IA),1458.9638978939358,2014
Allen,1308.3866908547748,2014
North Carolina Central,1785.7912771662086,2014
Pacific Lutheran,1376.1150402598043,2014
Fisher College,1329.4575984696294,2014
Montana Tech,1348.1285173828642,2014
Wake Forest,1725.951832363954,2014
Michigan Tech,1468.2584275037138,2014
Coe,1456.0983455386165,2014
Colorado Christian,1381.889902553661,2014
Warner Southern,1363.5781048461445,2014
Southern Tech,1472.1291658104608,2014
Bacone,1440.937276279611,2014
Arcadia,1442.9024999861945,2014
Upper Iowa,1469.2210585300138,2014
Saint Martin's,1485.0750902520638,2014
Villanova,2075.5153908779653,2014
Miami (FL),1807.407564450353,2014
Nebraska,1957.7509398787415,2014
Buffalo State,1479.3794974274922,2014
Lesley,1438.4096897918614,2014
Nebraska-Omaha,1518.9006636496372,2014
Brewton-Parker,1332.6314762055865,2014
William Jessup,1400.6708347876374,2014
Stephen F. Austin,1946.177361870788,2014
Hofstra,1368.6405552851784,2014
Vanguard,1318.6973044473461,2014
Presbyterian,1193.9684886639652,2014
Olivet Nazarene,1459.4817351867937,2014
Butler,1701.586272558215,2014
Hope,1470.6257310837148,2014
Northwestern Ohio,1475.8232791705566,2014
Atlanta Christian,1448.9663132698665,2014
Albertus Magnus,1427.3375524059559,2014
Belmont,1786.8964751105102,2014
Fisk,1377.6583858856538,2014
Tougaloo,1402.6033783271107,2014
Texas Lutheran,1403.1386592981137,2014
City Tech,1463.0720975019487,2014
South Carolina Upstate,1603.3510318159383,2014
Southern Wesleyan,1435.4906030138754,2014
Thiel,1479.6524707997435,2014
Roosevelt,1321.0146514646876,2014
American,1633.6767697792332,2014
Mercer,1776.4335915146576,2014
Viterbo University,1481.7674271874912,2014
Michigan State,2051.622037267736,2014
Cornell,1170.1511382417768,2014
Northeastern,1521.0352472627183,2014
Wittenberg,1468.3730894732307,2014
Gwynedd-Mercy,1391.3320380480066,2014
Southern California,1559.5345833360282,2014
Union (KY),1344.3151485431786,2014
Samford,1397.546190513528,2014
Oregon,1977.2544385287931,2014
Central Florida,1674.8640432046989,2014
Missouri Valley,1428.706186891808,2014
Western State,1342.9611840980915,2014
Wilmington (DE),1381.0365339380655,2014
Hampden-Sydney,1467.4521450488232,2014
Northern Michigan,1470.4331682257318,2014
Purdue,1693.7734047008098,2014
Saint Joseph's (ME),1474.231266272213,2014
Colorado,1898.5730199319626,2014
Fort Valley State,1438.895779401968,2014
Westminster (UT),1460.7098039360296,2014
Palm Beach Atlantic,1465.1912510381746,2014
Pittsburgh,1953.5154146382076,2014
Culver-Stockton,1433.1743980522922,2014
Open Bible College,1413.6630351187807,2014
Central Connecticut State,1382.842569087715,2014
Albany (NY),1543.772446720048,2014
Arkansas-Little Rock,1508.814651225079,2014
Grambling,1087.4677264583352,2014
SUNY-Oswego,1451.8587937698505,2014
North Carolina-Greensboro,1426.1982105863344,2014
Westmont,1445.3018039985109,2014
Mississippi State,1543.7840803049348,2014
Millsaps,1427.6374958542333,2014
Lyndon State,1357.2639616355643,2014
Quinnipiac,1597.3870236268942,2014
Doane College,1473.1975695495328,2014
Concordia (AL),1461.457436543984,2014
Charlotte,1631.1475192004239,2014
Trevecca Nazarene,1488.5615393714452,2014
West Florida,1470.0,2014
LaGrange,1398.6138338555572,2014
Indiana Tech,1446.216071751136,2014
Minnesota-Morris,1471.9179462788552,2014
Olivet College,1458.2839540020743,2014
Haverford,1454.9028517468753,2014
Wisconsin,2041.3510942965142,2014
Baptist Bible (PA),1458.5226869268017,2014
Metropolitan State,1471.2240737139473,2014
Georgia Southern,1415.4274063437151,2014
Tennessee Temple,1387.5963164084824,2014
Lipscomb,1549.2497893489367,2014
Indiana-East,1440.3848585798341,2014
Wofford,1634.952740679097,2014
Florida Southern,1470.9182952561005,2014
Richmond,1709.0332674688916,2014
Massachusetts,1847.2688468780857,2014
Tennessee State,1368.6066153308495,2014
Siena,1536.7168480131563,2014
Bluefield (WV),1435.8423383162053,2014
Point Loma Nazarene,1470.2214500501775,2014
Penn State,1752.8220224345469,2014
Ursinus,1464.29854626921,2014
Virginia Military Institute,1567.112129021011,2014
North Carolina Wesleyan,1397.9763127837762,2014
Concordia (IL),1419.2183645836947,2014
Missouri State,1707.3922871874265,2014
Goucher,1422.742635032221,2014
Greenville (IL),1381.1582426953687,2014
Fresno Pacific,1421.7111218923399,2014
Johnson C. Smith,1470.8949134743575,2014
Slippery Rock,1492.5891383959192,2014
Georgia Tech,1720.9530882375805,2014
Marquette,1828.5397595175245,2014
Virginia,2126.704873703934,2014
Temple,1629.7658732056582,2014
Seattle,1361.765491448364,2014
Tennessee-Martin,1264.403809108413,2014
Cal State Fullerton,1453.2757152601205,2014
Bob Jones University,1472.1740299300773,2014
Florida Tech,1460.5021814719862,2014
UC-Irvine,1716.7465244452658,2014
Hardin-Simmons,1434.2022884009875,2014
San Francisco,1834.5974771769181,2014
Mesa State,1493.8761828178083,2014
Wheelock,1456.3378554199717,2014
LeTourneau,1438.9254269126022,2014
Oklahoma,1964.6636607047085,2014
Huston-Tillotson,1270.1477158277908,2014
Radford,1502.478076346138,2014
Alaska-Anchorage,1368.5149363300384,2014
Tulane,1621.981033090598,2014
McMurry,1437.5222999408402,2014
Southern Virginia,1289.4660086558936,2014
Lafayette,1466.4197232815654,2014
St. Joseph's (NY),1415.4405322038142,2014
Mary,1448.1999356281506,2014
Milligan,1219.536555532831,2014
Chowan,1406.6659129801067,2014
Peru State,1387.4748245396377,2014
Sam Houston State,1662.364647164166,2014
South Dakota School of Mines,1431.1637456829728,2014
Missouri,1839.0387484503324,2014
Occidental,1429.2915006831302,2014
Berea,1442.2474261802859,2014
Louisiana Tech,1888.8917330989393,2014
Florida Memorial,1400.1196205367153,2014
Southwest Assemblies of God,1475.3723550523189,2014
Carroll (MT),1409.2194255986183,2014
Wingate,1458.2838585568782,2014
Siena Heights,1451.1746367250562,2014
Randolph,1389.180518470964,2014
Vassar,1470.0,2014
Hampton,1522.708778011311,2014
Selma University,1451.8545140004844,2014
North Carolina-Wilmington,1337.508231391679,2014
Spring Hill,1259.647861684352,2014
Texas Wesleyan,1463.3518670181652,2014
Central Methodist,1455.853434952058,2014
Hillsdale Baptist/Randall (Ok.),1409.288713417153,2014
Glenville State,1472.5839895213328,2014
Indiana State,1762.5406375791922,2014
St. Katherine,1436.4225048933047,2014
Howard,1218.876230455899,2014
South Alabama,1469.9043765580436,2014
Shawnee State,1487.3020643358986,2014
Navy,1236.7770565836029,2014
Penn State-Abington,1463.8551698290016,2014
Central Michigan,1350.1835827478913,2014
Lander,1467.652314342793,2014
West Alabama,1369.6277893567133,2014
Alice Lloyd,1401.8996332393576,2014
Marshall,1465.8338373906463,2014
Southwestern Adventist,1462.7636176829485,2014
Loyola (LA),1295.1064002954172,2014
Arizona State,1843.2072544844498,2014
Tennessee Tech,1534.6882413920032,2014
Wesley,1455.9466791387529,2014
Warren Wilson,1317.9699753300936,2014
Toccoa Falls,1294.9906375280837,2014
Hiram,1460.4991345211358,2014
Robert Morris,1624.8100075407592,2014
St. Francis (NY),1454.3832610013073,2014
Millikin,1470.0,2014
Academy of Art,1464.919841335993,2014
